Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
Mon Jul 22 15:00:54 EDT 2019,Fish,Lord Baphomet: Destroyer of Worlds,Baphomet,Unknown,GoldFish
Mon Jul 22 15:04:21 EDT 2019,Dog,Tyler John (had to give him a middle name for when he was in trouble),Ty,12,RhodesianRidgeback
Mon Jul 22 15:05:27 EDT 2019,Cat,Adanac,Chunky,2,Americanshorthair
Mon Jul 22 15:05:50 EDT 2019,Cat,Callister,Callibean,2,Americanshorthair
Mon Jul 22 15:10:43 EDT 2019,Dog,Tux,Tux,9,BlackLabMix
Mon Jul 22 15:11:07 EDT 2019,Dog,Ruby,Ruby,3,Coonhoundmix
Mon Jul 22 15:13:16 EDT 2019,Dog,Pooch-K,Pooch-k the pooch,7,Muttmix
Mon Jul 22 15:13:49 EDT 2019,Dog,Scooby,Scoobers,0.583333333,Muttmix
Mon Jul 22 15:18:14 EDT 2019,Cat,Dwayne,"Mr. Baby Dwayne, Dwaniel, Bub.",3,Americanshorthair
Mon Jul 22 15:19:09 EDT 2019,Cat,Alice,"Spippy, Speeps, Kitten.",11,Americanshorthair
Mon Jul 22 15:26:35 EDT 2019,Dog,Lloyd ,Lloyd,11,GoldenRetriever
Mon Jul 22 15:27:15 EDT 2019,Cat,Bo Schembeckler,Kitty,15,Shorthair
Mon Jul 22 15:31:50 EDT 2019,Dog,Ishka,Ish/Ishka,8,GoldenRetriever
Mon Jul 22 15:33:01 EDT 2019,Dog,Millie,Millie,1.5,BorderCollie
Mon Jul 22 15:33:07 EDT 2019,Dog,Rossa,"Ross, Rossy, Rossapoo",5,GoldenRetriever
Mon Jul 22 15:33:37 EDT 2019,Dog,Wookie,Wookie,7,Goldendoodle
Mon Jul 22 15:39:30 EDT 2019,Dog,Tucker,Tucker,2,LabradorRetriever
Mon Jul 22 15:39:49 EDT 2019,Dog,Keifer,Keifer,14,Yellowlab
Mon Jul 22 15:46:11 EDT 2019,Dog,Frankie,Frankie,7,Huskymix
Mon Jul 22 15:47:04 EDT 2019,Cat,Tenzing,Tenzing,12,Shorthaircalico
Mon Jul 22 15:51:49 EDT 2019,Dog,Sammy,Sam,5,JackRussellmix
Mon Jul 22 16:05:56 EDT 2019,Dog,Barrett,Barrett,3,GermanShepherd
Mon Jul 22 16:05:59 EDT 2019,Dog,Benjamin,Benj,2,BorderColliemix
Mon Jul 22 16:06:17 EDT 2019,Dog,Laney,Laney,12,GoldenRetriever
Mon Jul 22 16:06:20 EDT 2019,Dog,Dixie,Lady,3,AmericanPitbull
Mon Jul 22 16:06:44 EDT 2019,Dog,Diesel,Diesel,3,Pitbull
Mon Jul 22 16:09:29 EDT 2019,Hamster,Hamtaro ,Hamtaro,🤷🏼‍♀️,Unknown
Mon Jul 22 16:18:11 EDT 2019,Dog,Baxter,Baxter,7.5,GoldenRetriever
Mon Jul 22 16:20:02 EDT 2019,Dog,Riley Marie,Riley,13,CockerSpaniel
Mon Jul 22 16:26:11 EDT 2019,Dog,Reginald Fonzerelli Hawkes,Reg,12,Goldendoodle
Mon Jul 22 16:27:18 EDT 2019,Cat,Molly,Molly,6,Unknown
Mon Jul 22 16:29:04 EDT 2019,Cat,Kevin,Booboo,3,Unknown
Mon Jul 22 16:29:18 EDT 2019,Dog,Erik,Earwig,4,Wirehaireddachshund
Mon Jul 22 16:32:14 EDT 2019,Dog,Oliver,Oli ,8,JackRussellTerrier
Mon Jul 22 16:50:17 EDT 2019,Insect,Thing one,Her,1,Insect
Mon Jul 22 16:56:11 EDT 2019,Dog,Bilbo Spud Doggins,Bilbo,5,Corgimix
Mon Jul 22 16:56:35 EDT 2019,Dog,Bailey Woofer,Bailey,13,CockerSpaniel
Mon Jul 22 17:02:13 EDT 2019,Cat,Roy lee laramie ,Roy ,10,Unknown
Mon Jul 22 17:02:42 EDT 2019,Cat,Petunia,Tuney,8,Unknown
Mon Jul 22 17:03:05 EDT 2019,Dog,Skyy like the vodka ,Skyy,3,Husky
Mon Jul 22 17:03:07 EDT 2019,Lizard,Stubbs,Stubs,15,LeopardGecko
Mon Jul 22 17:03:26 EDT 2019,Dog,Malibu like the rum ,Malibu,1,GoldenRetriever
Mon Jul 22 17:15:36 EDT 2019,Dog,Golden Tate ,Tate ,2,GoldenRetriever
Mon Jul 22 17:27:16 EDT 2019,Dog,Bear,Bear,0.583333333,LabradorRetriever
Mon Jul 22 17:27:24 EDT 2019,Dog,Stanley,Stan,0.5,Miniatureschnauzer
Mon Jul 22 17:28:01 EDT 2019,Cat,Coco,Coco,4,Shorthair
Mon Jul 22 17:34:02 EDT 2019,Dog,Andromeda Mae,Andie,6,Goldendoodle
Mon Jul 22 17:34:55 EDT 2019,Dog,Eloise Gertrude,Ellie,2,Labradoodle
Mon Jul 22 17:35:28 EDT 2019,Dog,Lady Bonnie of Coventry,Bonnie,8,BlackLabMix
Mon Jul 22 17:36:29 EDT 2019,Cat,Ophelia Marie KitKat Mcdougle O’Malley Jr. ,Ophelia,9,Unknown
Mon Jul 22 17:37:14 EDT 2019,Cat,Sie Isaac Newton ,Newton,16,Unknown
Mon Jul 22 17:37:37 EDT 2019,Cat,Black Cat,BC,3,Unknown
Mon Jul 22 17:47:38 EDT 2019,Dog,Gibson,Gibby,2.5,Pitbull
Mon Jul 22 17:48:03 EDT 2019,Dog,Brewskie,Brew,11,Puggle
Mon Jul 22 17:49:00 EDT 2019,Cat,Wolfgang Motzart,Wolfie,7,Americanshorthair
Mon Jul 22 17:52:13 EDT 2019,Dog,Koli,Koli,11,Yorkie Mix
Mon Jul 22 17:55:43 EDT 2019,Dog,Moxie Jean Narice,Moxie,1,GermanShepherdmix
Mon Jul 22 17:57:10 EDT 2019,Dog,Dancer Pants,Dancer,17,Havanese
Mon Jul 22 17:58:24 EDT 2019,Cat,Kitty or The Cat (if she's being bad) ,Kitty,1,Unknown
Mon Jul 22 17:59:34 EDT 2019,Fish,Blueberry,Blue,0.5,BettaFish
